,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2017),25812712,Despicable Me 3 (2017) ,神偷奶爸3 Despicable Me 3,喜剧,动画,冒险,6.9,137112,10.8%,32.4%,47.4%,8.4%,1.1%,美国,1313385,1313061,1365884,1054391,1022588,1027229,1044716,1313064,1376632,1313061,1027820,1041081,1230973,1350431,1000299,1376633,1206163,1313062,"https://ia.media-imdb.com/images/M/MV5BNjUyNzQ2MTg3Ml5BMl5BanBnXkFtZTgwNzE4NDM3MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
