,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),24325861,The Accountant (2016) ,会计刺客 The Accountant,剧情,动作,惊悚,犯罪,7.4,36899,15.4%,44.1%,35.1%,4.8%,0.7%,美国,1293387,1054417,1013789,1147911,1049679,1010578,1318729,1027824,1049541,1365391,1254352,1365392,1365393,1365394,1365395,1365396,"https://ia.media-imdb.com/images/M/MV5BNjFmN2UwYWEtMmNiNi00YTU5LThiM2YtMmU4YzYzYTA3YWFjXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
