,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2017),26862259,Cheng feng po lang (2017) ,乘风破浪,剧情,喜剧,6.8,328104,11.4%,34.5%,41.2%,9.6%,3.2%,中国大陆,1275307,1274235,1013782,1275620,1330472,1275482,1317854,1338466,1346431,1341199,1316450,1358762,1364469,1364470,1366309,1364467,1364468,1344537,1368544,1368545,1318191,1333975,1368546,1275873,1368549,"https://ia.media-imdb.com/images/M/MV5BMzAxOGE2MjktYWVkNC00NDFjLTkxZWQtMTMwMjcyY2Y1MjA5L2ltYWdlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR9,0,182,268_AL_.jpg"
