,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2014),25769362,Stand by Me Doraemon (2014) ,哆啦A梦：伴我同行 STAND BY ME ドラえもん,剧情,动画,7.9,160084,32.3%,37.0%,25.1%,4.4%,1.2%,日本,1336198,1301398,1024195,1326329,1020284,1315247,1050981,1037028,"https://ia.media-imdb.com/images/M/MV5BMTNlZWU1YjEtM2FkMS00ODNhLWFhMDMtM2E0NWFkNGI0MDI1XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR0,0,182,268_AL_.jpg"
