,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2013),24324730,Ilo Ilo (2013) ,爸妈不在家 爸媽不在家,剧情,家庭,7.9,15116,18.4%,59.4%,20.9%,1.1%,0.2%,新加坡,1001669,1315164,1317119,1335321,1335006,"https://ia.media-imdb.com/images/M/MV5BMTM3NzU5NjAwNF5BMl5BanBnXkFtZTcwMzQzMDI1OQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
