,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),21937452,So-won (2013) ,素媛 소원,剧情,9.1,205146,62.2%,31.6%,5.7%,0.4%,0.1%,韩国,1028844,1045576,1015178,1336326,1015294,1314928,1329322,1331233,"https://ia.media-imdb.com/images/M/MV5BYTE5ZGJmZDMtMWJkNC00MjZhLWFjYTUtYmVhYWYxMTQ3M2JlXkEyXkFqcGdeQXVyMjgzMDQzNDc@._V1_UY268_CR3,0,182,268_AL_.jpg"
