,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2017),26145033,The LEGO Batman Movie (2017) ,乐高蝙蝠侠大电影 The LEGO Batman Movie,喜剧,动作,动画,冒险,8.0,36693,28.6%,47.2%,21.3%,2.3%,0.6%,美国,1276297,1044709,1044717,1006956,1053576,1027137,1230973,1381725,1021994,1031224,1036302,1325542,1000115,1063951,1002757,1314947,1007011,1004591,1229502,1242167,1031927,1013808,1257208,"https://ia.media-imdb.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
