,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2017),26790961,Our Shining Days (2017) ,闪光少女,喜剧,音乐,7.4,93568,17.0%,43.3%,32.0%,5.9%,1.7%,中国大陆,1375966,1319376,1354775,1375961,1375962,1374391,1365031,1375963,1375964,1375965,1318263,1334341,1023424,1322932,1274496,1274576,"https://ia.media-imdb.com/images/M/MV5BN2NjN2ZmYWQtM2FhZS00MjZlLWFjNzQtYjJmOGY2NDdmNTlhXkEyXkFqcGdeQXVyMjI5OTkwMTc@._V1_UY268_CR3,0,182,268_AL_.jpg"
