,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2017),26761416,Darkest Hour (2017) ,至暗时刻 Darkest Hour,剧情,传记,历史,8.6,137767,43.1%,45.3%,10.7%,0.6%,0.2%,英国,美国,1275041,1010507,1021997,1318674,1000248,1036559,1019133,1354287,1137143,1385320,1009638,1385321,1000676,1368831,1370756,1076791,1385322,1125110,1376659,1074490,1368245,1342873,1364714,"https://ia.media-imdb.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
