,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),25723907,Zhuo yao ji (2015) ,捉妖记,喜剧,奇幻,古装,6.7,283686,11.2%,33.0%,41.2%,10.3%,4.3%,中国大陆,香港,1287124,1275542,1274628,1274290,1280673,1274318,1002862,1127819,1025141,1029395,1274496,1044611,1322486,1274230,1313836,1336057,1336725,"https://ia.media-imdb.com/images/M/MV5BMTUyMjUzNDgxMV5BMl5BanBnXkFtZTgwMDUwNTQ2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
