,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2016),26703457,Wo zai gu gong xiu wen wu             ,我在故宫修文物,纪录片,9.3,66577,71.5%,24.5%,3.7%,0.2%,0.1%,中国大陆,1355475,1343940,1355614,1355615,1355616,1355617,1355618,1355619,1355620,1355621,1370972,"https://ia.media-imdb.com/images/M/MV5BYTVkOGY3NzItMTZhMy00MTgwLTk5OGItYjU0NjMzMmZkYTM3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
