,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2017),26752852,The Shape of Water (2017) ,水形物语 The Shape of Water,剧情,爱情,奇幻,7.2,191537,14.6%,41.4%,37.1%,5.6%,1.3%,美国,1027182,1044915,1019031,1144415,1048145,1154263,1009409,1000092,1031994,1385660,1041373,1017987,1360476,1385661,1107813,1214556,1105822,1209717,"https://ia.media-imdb.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
