,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2015),26297388,Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da (2015) ,这时对那时错 지금은맞고그때는틀리다,剧情,7.5,11394,16.7%,46.5%,31.1%,4.4%,1.3%,韩国,1041528,1041961,1035124,1275611,1051277,1356979,1039289,1349844,1023333,"https://ia.media-imdb.com/images/M/MV5BMTUwMjY3OTE5OF5BMl5BanBnXkFtZTgwMzgwMDY2ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
