,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),26310143,Sigeuneol             ,信号 시그널,剧情,科幻,悬疑,犯罪,9.2,97796,65.7%,28.1%,5.3%,0.6%,0.3%,韩国,1320694,1316048,1322203,1050699,1011152,1343833,1339423,"https://ia.media-imdb.com/images/M/MV5BMzBiMzgxYjctODhhYi00ZDE3LWJkZWMtNWI4MWViMzJiOGUyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR1,0,182,268_AL_.jpg"
