,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2016),25855071,Sing Street (2016) ,初恋这首情歌 Sing Street,剧情,爱情,音乐,8.3,54565,33.6%,47.6%,17.2%,1.4%,0.2%,爱尔兰,英国,美国,1280127,1357404,1310841,1326135,1357405,1044961,1373748,1358818,1361909,1027195,1359897,1384637,1361906,1361886,1359896,1291552,1050512,1384632,1384633,1341884,1384635,1384638,1335501,"https://ia.media-imdb.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
