,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,poster
0,(2014),10741871,The Salt of the Earth (2014) ,地球之盐 Le sel de la Terre,纪录片,传记,9.2,14142,65.4%,27.9%,5.9%,0.6%,0.2%,法国,意大利,巴西,1054402,1340418,1145695,1054402,1340418,"https://ia.media-imdb.com/images/M/MV5BNjkyNjI3ODc0Ml5BMl5BanBnXkFtZTgwMTU0MjM2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
