,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,poster
0,(2015),25895276,Jian Bing Man (2015) ,煎饼侠,喜剧,6.0,222219,7.6%,21.7%,41.4%,19.4%,9.9%,中国大陆,1324043,1324043,1316067,1312846,1127819,1002862,1317663,1350228,1340702,1316365,1343941,1316368,1274814,1274235,1027149,1274081,1314704,1275580,1313910,1274763,1314535,1316346,1326382,1275307,1313841,1275564,1315866,1031793,1075760,1010833,1029805,"https://ia.media-imdb.com/images/M/MV5BNzAwODMwMjYtMDA1Ni00NzE4LTlmNmEtZjcwYmU1MTNjZWE1XkEyXkFqcGdeQXVyNTEwNDY2MjU@._V1_UY268_CR5,0,182,268_AL_.jpg"
