,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2012),10574622,Ren zai jiong tu: Tai jiong (2012) ,人再囧途之泰囧,喜剧,7.4,454733,19.4%,41.1%,32.5%,5.3%,1.7%,中国大陆,1274297,1274297,1274388,1274242,1015199,1313761,1050059,"https://ia.media-imdb.com/images/M/MV5BMjI4OTkzMTUxMV5BMl5BanBnXkFtZTgwNzU1NzIwMTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
