,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2015),25870084,Miss Granny (2015) ,重返20岁,喜剧,爱情,奇幻,7.2,198774,15.4%,40.0%,35.6%,6.3%,2.7%,中国大陆,韩国,台湾,香港,1189801,1312862,1058399,1211987,1337001,1316770,1312817,1318950,1338185,1345988,1320091,1315090,1348107,"https://ia.media-imdb.com/images/M/MV5BNzU2NDM2NTY4N15BMl5BanBnXkFtZTgwMjA5Njk2NTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
