,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),20514947,The Lobster (2015) ,龙虾 The Lobster,剧情,喜剧,奇幻,7.5,68784,17.4%,47.2%,31.0%,3.6%,0.8%,爱尔兰,英国,希腊,法国,荷兰,1289439,1084255,1018989,1017907,1009295,1004900,1025149,1313012,1054793,1332722,1216038,1337284,"https://ia.media-imdb.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
