,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2014),25774050,Kiseijuu (2014) ,寄生兽 寄生獣,剧情,动作,科幻,恐怖,7.4,80876,13.7%,46.9%,34.9%,3.7%,0.8%,日本,1301398,1315737,1014844,1045927,1275733,1324960,1274739,1319356,1000031,1028931,1005286,1012650,1048388,1041791,1036630,1015047,1002495,"https://ia.media-imdb.com/images/M/MV5BNGI3MDY3MzQtZDJmMC00MTA2LTk1MTMtYTkxOTM3NzMwYjE0XkEyXkFqcGdeQXVyNjI5MTUyMDk@._V1_UY268_CR0,0,182,268_AL_.jpg"
