,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),26314816,Nine Lives (2016) ,九条命 Nine Lives,喜剧,家庭,奇幻,6.9,59234,11.0%,33.1%,46.7%,8.2%,1.0%,法国,中国大陆,1002772,1054432,1054512,1341527,1053574,1000366,1044911,1049597,1354273,1320944,1345419,1280977,1070990,1127906,1204506,1206666,"https://ia.media-imdb.com/images/M/MV5BMzEzMjkwMjc3NV5BMl5BanBnXkFtZTgwMzc0NjY5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
