,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2015),26276364,The VVitch: A New-England Folktale (2015) ,女巫 The VVitch: A New-England Folktale,剧情,恐怖,6.8,14489,10.0%,34.2%,42.4%,10.6%,2.7%,美国,英国,加拿大,巴西,1351393,1354934,1108378,1282399,1354935,1354936,1354937,1147415,1354938,1354939,1354940,"https://ia.media-imdb.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
