,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2016),26215216,L'avenir (2016) ,将来的事 L'avenir,剧情,8.2,22487,28.7%,53.2%,16.5%,1.3%,0.3%,法国,德国,1099370,1054515,1120370,1208502,1028281,1325107,"https://ia.media-imdb.com/images/M/MV5BYjdlZGM0YjAtYWU0YS00MTIzLWE1ZmMtNWViOWFlYmFkNjg0L2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR3,0,182,268_AL_.jpg"
