,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),10757577,Carol (2015) ,卡罗尔 Carol,剧情,爱情,同性,8.2,135994,34.0%,45.0%,19.2%,1.6%,0.3%,英国,美国,1014069,1054441,1274969,1049607,1344101,1036443,1317515,1340548,1353790,1186322,"https://ia.media-imdb.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
