,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,poster
0,(2016),26376454,Born in China (2016) ,我们诞生在中国 Born in China,剧情,纪录片,8.0,54637,29.2%,46.1%,21.7%,2.3%,0.6%,美国,英国,中国大陆,1005319,1027798,1027146,"https://ia.media-imdb.com/images/M/MV5BMTYyMDE5NDU4NV5BMl5BanBnXkFtZTgwNjQ5MjE4MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
