,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),26170816,Humans             ,真实的人类 第一季 Humans Season 1,科幻,8.4,22425,36.5%,47.3%,14.6%,1.3%,0.3%,美国,英国,1190156,1031849,1012483,1036516,1274332,1339918,1010702,1316120,1328478,1189295,1341150,1351228,"https://ia.media-imdb.com/images/M/MV5BMTQ3NjE2OTY4NF5BMl5BanBnXkFtZTgwMTE0NDc0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
