,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2017),25837262,Loving Vincent (2017) ,至爱梵高·星空之谜 Loving Vincent,剧情,动画,传记,8.5,112713,45.1%,39.4%,13.8%,1.4%,0.3%,英国,波兰,1326282,1306202,1314461,1376200,1275043,1085544,1022004,1025197,1031755,1016745,1018162,1101177,1376205,1376209,1345266,1080556,"https://ia.media-imdb.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UY268_CR0,0,182,268_AL_.jpg"
