,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2016),26339213,The Autopsy of Jane Doe (2016) ,无名女尸 The Autopsy of Jane Doe,恐怖,7.4,46355,14.0%,47.8%,34.0%,3.6%,0.6%,英国,美国,1352843,1040998,1019027,1004674,1291550,1366252,1349433,1366333,"https://ia.media-imdb.com/images/M/MV5BMjA2MTEzMzkzM15BMl5BanBnXkFtZTgwMjM2MTM5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
