,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),25908051,Bridge of Spies (2015) ,间谍之桥 Bridge of Spies,剧情,传记,历史,8.0,56851,25.1%,53.1%,20.3%,1.3%,0.2%,美国,德国,印度,1054440,1054450,1014239,1353968,1144124,1019130,1007030,1317023,1239332,1236911,1129549,1091100,1117237,1000314,1324418,1014113,1356835,"https://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
