,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),20389706,Chiisai ouchi (2014) ,小小的家 小さいおうち,剧情,爱情,家庭,传记,历史,8.1,11410,26.9%,54.6%,17.2%,1.1%,0.2%,日本,1162794,1003483,1056635,1327137,1316804,1025610,1037028,1018741,1025510,1321060,1053697,1029247,1012794,1316202,"https://ia.media-imdb.com/images/M/MV5BYWUyNWJlODAtNWI0Ny00MmUwLWJkOTYtODEyOWZmYTg3YTE1XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
