,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2017),26813221,The Marvelous Mrs. Maisel             ,了不起的麦瑟尔夫人 第一季 The Marvelous Mrs. Maisel Season 1,剧情,喜剧,8.8,75260,51.0%,38.7%,9.3%,0.7%,0.2%,美国,1297430,1374255,1333609,1327042,1007007,1002715,1027825,1328948,1340540,1385446,1385447,1158948,1094107,1114638,1085532,1041150,1025327,1350164,1371473,1171913,1340131,"https://ia.media-imdb.com/images/M/MV5BZTI0MjllMGMtOGYxMi00MTczLWJiMzMtNTA2ZmYxMDE5NmRiXkEyXkFqcGdeQXVyNjkwNzEwMzU@._V1_UX182_CR0,0,182,268_AL_.jpg"
