,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,poster
0,(2013),24756984,"Forward, Comrades (2013) ",前进，达瓦里希,动画,短片,7.0,18530,32.5%,23.9%,20.9%,7.6%,15.1%,中国大陆,1330548,"https://ia.media-imdb.com/images/M/MV5BZTgyMzNhOTYtOWVjMi00NjBhLTgwMDEtMGJhNmE1YWI0ZTA5XkEyXkFqcGdeQXVyODI0MTA1NjI@._V1_UY268_CR4,0,182,268_AL_.jpg"
