,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2015),26591654,Under sandet (2015) ,地雷区 Under sandet,剧情,历史,战争,8.5,34679,38.7%,50.0%,10.7%,0.5%,0.1%,丹麦,德国,1356449,1334238,1233205,1260132,1006295,1356503,1356504,1356502,1267906,1045675,1357220,"https://ia.media-imdb.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
