,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),25919897,Waiting for Dutch             ,冰血暴 第二季 Fargo Season 2,剧情,犯罪,9.2,27808,66.3%,27.4%,5.6%,0.5%,0.2%,美国,1353143,1037073,1352349,1320187,1004743,1025240,1006919,1129549,1054429,1009365,1002727,1000287,1013834,1049541,1040575,1334194,1041640,1027160,1044732,1353403,1236978,"https://ia.media-imdb.com/images/M/MV5BMjQwMzIxOTIwNl5BMl5BanBnXkFtZTgwNzg5Mjk5NjE@._V1_UY268_CR109,0,182,268_AL_.jpg"
