,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2015),23761370,Furious 7 (2015) ,速度与激情7 Furious 7,动作,惊悚,犯罪,8.3,271589,38.6%,40.2%,18.0%,2.3%,0.8%,美国,中国大陆,日本,1032122,1041020,1031239,1049484,1025174,1000036,1010486,1049714,1044707,1036315,1031814,1328248,1010610,1044996,1321939,1276136,1004643,1044880,1319474,1342409,1000166,1337108,1347625,1230005,"https://ia.media-imdb.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
