,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2013),21360417,Deu tae-ro ra-i-beu (2013) ,恐怖直播 더 테러 라이브,剧情,悬疑,犯罪,8.7,241323,48.4%,40.6%,10.0%,0.7%,0.2%,韩国,1333600,1032680,1039491,1317027,1326902,"https://ia.media-imdb.com/images/M/MV5BYzc5ZWY2MDAtZTIxZS00YjBhLWIyOTUtZWNjNjM1ZjRmMDkyXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
