,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),26580232,Contratiempo (2016) ,看不见的客人 Contratiempo,剧情,悬疑,惊悚,犯罪,8.8,377127,50.0%,41.3%,8.2%,0.4%,0.1%,西班牙,1323799,1018355,1300235,1074062,1000889,1130170,1316786,1142512,1370702,1370703,1370704,1370705,1345183,1370706,1092568,1370707,"https://ia.media-imdb.com/images/M/MV5BOTEwYTkzMTMtODEzNC00YWM2LTgxNDMtZWNkNTQzNDVjMWQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDY4NTQ1MA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
