,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2015),26302614,Eung-dab-ha-ra 1988             ,请回答1988 응답하라 1988,剧情,喜剧,爱情,9.6,203923,86.3%,10.9%,1.8%,0.3%,0.7%,韩国,1323415,1316208,1314552,1329322,1324507,1339598,1378542,1343451,1348085,1352810,1326285,1342125,1021270,1353574,1384801,1045773,1029067,1029145,1038783,1038465,1318912,1348104,1353188,1313069,1335493,1314613,"https://ia.media-imdb.com/images/M/MV5BMTQ4ZjkzYzEtNDM2Mi00YTM4LThmMWUtOTM4NWU1ZmQxMWE1XkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_UY268_CR3,0,182,268_AL_.jpg"
