,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),26362351,Setoutsumi (2016) ,濑户内海 セトウツミ,剧情,喜剧,8.2,37790,33.9%,46.4%,17.1%,2.1%,0.6%,日本,1275824,1009895,1274418,1323792,1006693,1340184,1337544,"https://ia.media-imdb.com/images/M/MV5BNDBiZTkxMmItNWMxMi00ZDBjLTliNGUtNWI4NzZkMmVhNjJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_UY268_CR3,0,182,268_AL_.jpg"
