,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2015),26259677,Flying Colors (2015) ,垫底辣妹 ビリギャル,剧情,家庭,8.1,164428,32.1%,45.0%,20.5%,1.9%,0.4%,日本,1001640,1275528,1111147,1316808,1313629,1316958,1276143,1319538,1044411,1317536,1349740,"https://ia.media-imdb.com/images/M/MV5BMjA2NDJjZjgtNmFjYS00ZTE1LWFhMjEtNTc5MjA3ODFlODRlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR3,0,182,268_AL_.jpg"
