,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2017),26588314,Lady Bird (2017) ,伯德小姐 Lady Bird,剧情,家庭,7.9,109518,24.5%,50.1%,23.4%,1.7%,0.4%,美国,1022652,1022004,1121650,1009889,1340596,1325862,1358086,1151084,1098483,1325214,1330375,1174320,1350631,1009382,1036678,1349392,1332100,1049871,1382494,1159961,1381744,1365602,1255980,1195579,"https://ia.media-imdb.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
