,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2015),25726259,Better Call Saul             ,风骚律师 第一季 Better Call Saul Season 1,剧情,喜剧,犯罪,9.3,31485,68.5%,26.3%,4.6%,0.4%,0.2%,美国,1004722,1321831,1291538,1279570,1301936,1048279,1319165,1331469,1320122,1027856,1334866,1061460,1083182,1027868,1066904,1076290,1283618,1348031,1339934,1013874,1092804,1325864,1076277,1120964,1027191,1348244,1108998,1014032,1018125,"https://ia.media-imdb.com/images/M/MV5BODY2ODU0MTY5Nl5BMl5BanBnXkFtZTgwNjQ0OTc2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
