,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2013),20470074,Koto no ha no niwa (2013) ,言叶之庭 言の葉の庭,爱情,动画,8.2,126834,34.1%,42.8%,20.4%,2.3%,0.4%,日本,1005177,1005438,1034028,"https://ia.media-imdb.com/images/M/MV5BNGYwMzQ5MjAtYWFjMy00ZTc1LTlkODQtM2Q5YzYzOWVkYTdhXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY268_CR5,0,182,268_AL_.jpg"
