,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2012),10617158,Paperman (2012) ,纸人 Paperman,喜剧,爱情,动画,短片,8.1,54631,30.7%,43.8%,23.4%,1.7%,0.3%,美国,1288020,1288020,1326195,1326196,"https://ia.media-imdb.com/images/M/MV5BMTM4ODg0MzM0MV5BMl5BanBnXkFtZTcwNDY2MTc3Nw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
