,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),25917787,The Nice Guys (2016) ,耐撕侦探 The Nice Guys,喜剧,动作,犯罪,6.9,22485,8.2%,38.6%,45.9%,6.5%,0.8%,美国,英国,1036569,1016674,1012531,1334837,1025059,1341251,1214655,1019012,1342556,1151084,1055946,1313072,1047978,1339107,"https://ia.media-imdb.com/images/M/MV5BMjcwNDA5MDYyNl5BMl5BanBnXkFtZTgwNjg0NDkzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
