,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2016),25934014,La La Land (2016) ,爱乐之城 La La Land,剧情,爱情,歌舞,8.4,380588,41.2%,39.0%,16.8%,2.4%,0.7%,美国,1014996,1012531,1040506,1014178,1040580,1315253,1325899,1347723,1339675,1147911,1049663,1320506,1346113,1032466,1252378,1237561,1344851,1365679,1328316,1365680,1365681,1120945,1368728,1368729,1276426,1368730,1027989,1308171,1123746,1150551,1119424,1127761,1348657,"https://ia.media-imdb.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
