,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),25850640,Narcos             ,毒枭 第一季 Narcos Season 1,剧情,动作,传记,犯罪,9.2,35494,66.0%,28.9%,4.5%,0.4%,0.1%,美国,1304837,1352263,1023090,1292948,1009708,1178294,1331640,1053504,1329628,1216647,1000082,1010265,1311800,1317961,1143233,1128709,1118275,1065924,"https://ia.media-imdb.com/images/M/MV5BMTU0ODQ4NDg2OF5BMl5BanBnXkFtZTgwNzczNTE4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
