,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2018),26698897,Tang ren jie tang an 2 (2018) ,唐人街探案2,喜剧,动作,悬疑,犯罪,7.0,320209,11.7%,39.4%,38.4%,7.7%,2.8%,中国大陆,1274763,1274388,1336305,1274979,1354641,1351584,1317139,1037028,1000090,1027192,1050240,1275451,1383525,1357013,1351495,1275756,1274763,"https://ia.media-imdb.com/images/M/MV5BY2Y4MjYwOWYtOGY1NS00NTRlLTk5NjYtYzQ3ZjExNDliM2MzXkEyXkFqcGdeQXVyNjY5NTg2Mzc@._V1_UY268_CR0,0,182,268_AL_.jpg"
