,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2014),21318488,Gone Girl (2014) ,消失的爱人 Gone Girl,剧情,悬疑,惊悚,犯罪,8.7,384500,47.0%,42.8%,9.4%,0.7%,0.2%,美国,1012521,1054417,1040989,1017896,1342808,1049571,1087137,1041116,1053504,1327702,1010583,1040565,1302972,1216652,1027315,"https://ia.media-imdb.com/images/M/MV5BYjgwY2E1N2QtNDJkMi00YzE4LThiYTItYWI5YmE4NWMzMGFhXkEyXkFqcGdeQXVyMjU3OTA4NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
