,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2016),26410594,Teo-neol (2016) ,隧道 터널,剧情,灾难,7.7,86346,17.2%,51.1%,29.5%,2.0%,0.3%,韩国,1341016,1032680,1203077,1057004,1317211,"https://ia.media-imdb.com/images/M/MV5BMjE3ODYwODE2OV5BMl5BanBnXkFtZTgwMjM5ODA2OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
