,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2017),26606743,The Devotion of Suspect X (2017) ,嫌疑人X的献身,悬疑,犯罪,6.4,159597,5.7%,26.1%,53.2%,12.6%,2.3%,中国大陆,1050540,1314544,1323723,1005214,1316291,1355327,1369977,1196361,1317302,1359141,1364488,1375733,1375734,1275979,"https://ia.media-imdb.com/images/M/MV5BNTI5ZWFhOTAtMTRlNC00ZTA3LTk4NTctZjhjMmM3Y2JiMDE3XkEyXkFqcGdeQXVyNzI1NjQ1MTU@._V1_UY268_CR4,0,182,268_AL_.jpg"
