,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),26289144,Go Away Mr. Tumor (2015) ,滚蛋吧！肿瘤君,喜剧,爱情,7.4,215258,18.7%,41.7%,32.5%,5.6%,1.5%,中国大陆,1314828,1275542,1027502,1314374,1339588,1314327,1276110,1323026,1316345,1325700,"https://ia.media-imdb.com/images/M/MV5BMjI0MDE4MzMwOV5BMl5BanBnXkFtZTgwMjAzNTE1NjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
