,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2017),25801066,Journey to the West: The Demons Strike Back (2017) ,西游伏妖篇,喜剧,动作,奇幻,古装,5.5,241301,6.4%,16.6%,37.4%,25.6%,14.1%,中国大陆,香港,1007152,1337000,1314535,1029395,1345908,1315866,1313644,1344877,1324043,1313574,1352236,1354116,"https://ia.media-imdb.com/images/M/MV5BMjA3MDM4OTk5OV5BMl5BanBnXkFtZTgwODg0MjMzMTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
