,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),25790761,Murder on the Orient Express (2017) ,东方快车谋杀案 Murder on the Orient Express,剧情,悬疑,犯罪,7.0,145733,10.2%,37.9%,44.6%,6.5%,0.8%,美国,马耳他,1036342,1036342,1005774,1010539,1054384,1054456,1305235,1027866,1179291,1035642,1339916,1310841,1004900,1017985,1148600,1249341,1328705,1273062,1232518,1347954,"https://ia.media-imdb.com/images/M/MV5BMTAxNDkxODIyMDZeQTJeQWpwZ15BbWU4MDQ2Mjg4NDIy._V1_UX182_CR0,0,182,268_AL_.jpg"
