,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2017),26378579,Kingsman: The Golden Circle (2017) ,王牌特工2：黄金圈 Kingsman: The Golden Circle,喜剧,动作,冒险,7.0,194892,11.2%,37.6%,42.9%,7.2%,1.0%,英国,美国,1031852,1340497,1031223,1274374,1054519,1000193,1348118,1054415,1329628,1031224,1036313,1027154,1343282,1057177,1091838,1009453,1341158,1366871,1274770,1019138,1013814,1025206,1346399,1371909,1329877,"https://ia.media-imdb.com/images/M/MV5BMjQ3OTgzMzY4NF5BMl5BanBnXkFtZTgwOTc4OTQyMzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
