,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2014),25926267,Yi ge shao zi (2014) ,一个勺子,剧情,喜剧,7.7,81486,16.8%,53.3%,26.5%,2.7%,0.7%,中国大陆,1274626,1274626,1052229,1274550,1313839,"https://ia.media-imdb.com/images/M/MV5BYjIxMzlmNWMtYzgyYi00MTgyLTljMWQtZDM2YTBjNmZiODM4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR0,0,182,268_AL_.jpg"
