,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),25850443,Steve Jobs (2015) ,史蒂夫·乔布斯 Steve Jobs,剧情,传记,7.2,34198,11.7%,42.9%,39.2%,5.3%,0.9%,英国,美国,1054404,1000010,1054446,1002668,1006974,1009409,1316589,1018110,1336367,1333947,1326635,1338291,1211426,1171750,1338056,1330973,"https://ia.media-imdb.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
