,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,poster
0,(2017),26883064,Day and Night             ,白夜追凶,剧情,悬疑,犯罪,9.0,214440,61.1%,31.4%,6.4%,0.7%,0.4%,中国大陆,1364182,1046960,1328201,1376841,1321008,1375026,1369579,1380396,1380685,1381837,1381838,1364200,1340268,1336767,1381839,1366289,1380686,1339092,1380688,1380689,1380690,1381840,1344879,1381841,1341325,1381842,1360608,1380691,1381142,1363033,1381843,1381844,1380692,1381845,1381846,1372815,1381847,1374909,1380693,1381848,1361667,1363553,1381849,1381850,1382547,1359076,1380694,1381231,"https://ia.media-imdb.com/images/M/MV5BMGY4YjQ3MTAtMjFkMy00NWI3LWIwNzYtZWExM2MxNDljNTUxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
