,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),25752261,Spy (2015) ,女间谍 Spy,喜剧,动作,犯罪,7.5,93219,17.4%,46.6%,31.6%,3.8%,0.6%,美国,1049925,1049660,1049484,1010510,1022562,1017908,1000192,1041139,1044985,1009282,1010635,1049706,1245821,1333477,1275224,1310160,1323236,"https://ia.media-imdb.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
