,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2016),26359270,Stranger Things             ,怪奇物语 第一季 Stranger Things Season 1,剧情,科幻,悬疑,惊悚,8.8,76904,50.3%,39.0%,9.5%,0.9%,0.3%,美国,1289935,1359182,1359183,1012519,1225637,1359349,1360134,1360120,1359631,1340320,1360138,1074937,1002720,1360284,1360285,1360136,1338883,1352112,1153611,1360135,1360288,1360289,1282896,1360286,1360287,1360190,1134716,1348980,1354747,1028219,1095620,1360137,1360195,1240179,1252786,"https://ia.media-imdb.com/images/M/MV5BMjUwMDgzOTg3Nl5BMl5BanBnXkFtZTgwNTI4MDk5MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
