,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),25761178,Hyakuen no koi (2014) ,百元之恋 百円の恋,剧情,运动,8.3,75046,33.8%,48.6%,15.8%,1.4%,0.4%,日本,1342528,1274350,1015047,1350872,1312684,1340184,1363088,1371997,1350355,1035806,1363089,1008299,"https://ia.media-imdb.com/images/M/MV5BYWUwZDUwODAtNDk5OC00MDkyLWFhMGItZjE1ODQyODM3NWVjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
