,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,poster
0,(2015),19957083,Ted 2 (2015) ,泰迪熊2 Ted 2,喜剧,6.4,65436,7.6%,24.7%,52.2%,13.5%,2.0%,美国,1041123,1041123,1035674,1053586,1321766,1036317,1054534,1104599,1041121,1036488,1149373,1022661,1339295,1025224,1076609,1031220,1019056,1010540,1022852,1044970,1040719,1319532,1204579,1105074,1218510,1127906,1025254,1344339,1000093,1208123,1346535,1033029,1143592,1353099,1321202,1099726,1320463,"https://ia.media-imdb.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
