,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2016),26284621,Zhui xiong zhe ye (2016) ,追凶者也,剧情,喜剧,犯罪,7.6,124213,15.9%,53.4%,28.0%,2.2%,0.4%,中国大陆,1274278,1000572,1274761,1313011,1275649,1312976,1322085,1359661,1319092,1368338,"https://ia.media-imdb.com/images/M/MV5BNDM3MjIwYjYtMDBjYy00Zjc3LTkyZmMtODYxZjFkZWY5N2ZhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
